quarter,year,day,start_of_year,start_of_monthj,start_of_quarter,date,start_of_week,day_of_week,month_name
2010-06-02 00:00:00.000,2,Wednesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-05-31 00:00:00.000
2010-06-03 00:00:00.000,3,Thursday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-05-31 00:00:00.000
2010-06-04 00:00:00.000,4,Friday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-05-31 00:00:00.000
2010-06-05 00:00:00.000,5,Saturday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-05-31 00:00:00.000
2010-06-06 00:00:00.000,6,Sunday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-05-31 00:00:00.000
2010-06-07 00:00:00.000,7,Monday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-07 00:00:00.000
2010-06-08 00:00:00.000,8,Tuesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-07 00:00:00.000
2010-06-09 00:00:00.000,9,Wednesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-07 00:00:00.000
2010-06-10 00:00:00.000,10,Thursday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-07 00:00:00.000
2010-06-11 00:00:00.000,11,Friday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-07 00:00:00.000
2010-06-12 00:00:00.000,12,Saturday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-07 00:00:00.000
2010-06-13 00:00:00.000,13,Sunday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-07 00:00:00.000
2010-06-14 00:00:00.000,14,Monday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-14 00:00:00.000
2010-06-15 00:00:00.000,15,Tuesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-14 00:00:00.000
2010-06-16 00:00:00.000,16,Wednesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-14 00:00:00.000
2010-06-17 00:00:00.000,17,Thursday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-14 00:00:00.000
2010-06-18 00:00:00.000,18,Friday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-14 00:00:00.000
2010-06-19 00:00:00.000,19,Saturday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-14 00:00:00.000
2010-06-20 00:00:00.000,20,Sunday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-14 00:00:00.000
2010-06-21 00:00:00.000,21,Monday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-21 00:00:00.000
2010-06-22 00:00:00.000,22,Tuesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-21 00:00:00.000
2010-06-23 00:00:00.000,23,Wednesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-21 00:00:00.000
2010-06-24 00:00:00.000,24,Thursday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-21 00:00:00.000
2010-06-25 00:00:00.000,25,Friday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-21 00:00:00.000
2010-06-26 00:00:00.000,26,Saturday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-21 00:00:00.000
2010-06-27 00:00:00.000,27,Sunday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-21 00:00:00.000
2010-06-28 00:00:00.000,28,Monday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-28 00:00:00.000
2010-06-29 00:00:00.000,29,Tuesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-28 00:00:00.000
2010-06-30 00:00:00.000,30,Wednesday,Jun,2,2010,2010-01-01 00:00:00.000,2010-06-01 00:00:00.000,2010-04-01 00:00:00.000,2010-06-28 00:00:00.000
2010-07-01 00:00:00.000,1,Thursday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-06-28 00:00:00.000
2010-07-02 00:00:00.000,2,Friday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-06-28 00:00:00.000
2010-07-03 00:00:00.000,3,Saturday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-06-28 00:00:00.000
2010-07-04 00:00:00.000,4,Sunday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-06-28 00:00:00.000
2010-07-05 00:00:00.000,5,Monday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-05 00:00:00.000
2010-07-06 00:00:00.000,6,Tuesday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-05 00:00:00.000
2010-07-07 00:00:00.000,7,Wednesday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-05 00:00:00.000
2010-07-08 00:00:00.000,8,Thursday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-05 00:00:00.000
2010-07-09 00:00:00.000,9,Friday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-05 00:00:00.000
2010-07-10 00:00:00.000,10,Saturday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-05 00:00:00.000
2010-07-11 00:00:00.000,11,Sunday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-05 00:00:00.000
2010-07-12 00:00:00.000,12,Monday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-12 00:00:00.000
2010-07-13 00:00:00.000,13,Tuesday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-12 00:00:00.000
2010-07-14 00:00:00.000,14,Wednesday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-12 00:00:00.000
2010-07-15 00:00:00.000,15,Thursday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-12 00:00:00.000
2010-07-16 00:00:00.000,16,Friday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-12 00:00:00.000
2010-07-17 00:00:00.000,17,Saturday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-12 00:00:00.000
2010-07-18 00:00:00.000,18,Sunday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-12 00:00:00.000
2010-07-19 00:00:00.000,19,Monday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-19 00:00:00.000
2010-07-20 00:00:00.000,20,Tuesday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-19 00:00:00.000
2010-07-21 00:00:00.000,21,Wednesday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-19 00:00:00.000
2010-07-22 00:00:00.000,22,Thursday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-19 00:00:00.000
2010-07-23 00:00:00.000,23,Friday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-19 00:00:00.000
2010-07-24 00:00:00.000,24,Saturday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-19 00:00:00.000
2010-07-25 00:00:00.000,25,Sunday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-19 00:00:00.000
2010-07-26 00:00:00.000,26,Monday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-26 00:00:00.000
2010-07-27 00:00:00.000,27,Tuesday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-26 00:00:00.000
2010-07-28 00:00:00.000,28,Wednesday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-26 00:00:00.000
2010-07-29 00:00:00.000,29,Thursday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-26 00:00:00.000
2010-07-30 00:00:00.000,30,Friday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-26 00:00:00.000
2010-07-31 00:00:00.000,31,Saturday,Jul,3,2010,2010-01-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-26 00:00:00.000
2010-08-01 00:00:00.000,1,Sunday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-07-26 00:00:00.000
2010-08-02 00:00:00.000,2,Monday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-02 00:00:00.000
2010-08-03 00:00:00.000,3,Tuesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-02 00:00:00.000
2010-08-04 00:00:00.000,4,Wednesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-02 00:00:00.000
2010-08-05 00:00:00.000,5,Thursday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-02 00:00:00.000
2010-08-06 00:00:00.000,6,Friday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-02 00:00:00.000
2010-08-07 00:00:00.000,7,Saturday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-02 00:00:00.000
2010-08-08 00:00:00.000,8,Sunday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-02 00:00:00.000
2010-08-09 00:00:00.000,9,Monday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-09 00:00:00.000
2010-08-10 00:00:00.000,10,Tuesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-09 00:00:00.000
2010-08-11 00:00:00.000,11,Wednesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-09 00:00:00.000
2010-08-12 00:00:00.000,12,Thursday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-09 00:00:00.000
2010-08-13 00:00:00.000,13,Friday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-09 00:00:00.000
2010-08-14 00:00:00.000,14,Saturday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-09 00:00:00.000
2010-08-15 00:00:00.000,15,Sunday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-09 00:00:00.000
2010-08-16 00:00:00.000,16,Monday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-16 00:00:00.000
2010-08-17 00:00:00.000,17,Tuesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-16 00:00:00.000
2010-08-18 00:00:00.000,18,Wednesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-16 00:00:00.000
2010-08-19 00:00:00.000,19,Thursday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-16 00:00:00.000
2010-08-20 00:00:00.000,20,Friday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-16 00:00:00.000
2010-08-21 00:00:00.000,21,Saturday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-16 00:00:00.000
2010-08-22 00:00:00.000,22,Sunday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-16 00:00:00.000
2010-08-23 00:00:00.000,23,Monday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-23 00:00:00.000
2010-08-24 00:00:00.000,24,Tuesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-23 00:00:00.000
2010-08-25 00:00:00.000,25,Wednesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-23 00:00:00.000
2010-08-26 00:00:00.000,26,Thursday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-23 00:00:00.000
2010-08-27 00:00:00.000,27,Friday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-23 00:00:00.000
2010-08-28 00:00:00.000,28,Saturday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-23 00:00:00.000
2010-08-29 00:00:00.000,29,Sunday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-23 00:00:00.000
2010-08-30 00:00:00.000,30,Monday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-30 00:00:00.000
2010-08-31 00:00:00.000,31,Tuesday,Aug,3,2010,2010-01-01 00:00:00.000,2010-08-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-30 00:00:00.000
2010-09-01 00:00:00.000,1,Wednesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-30 00:00:00.000
2010-09-02 00:00:00.000,2,Thursday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-30 00:00:00.000
2010-09-03 00:00:00.000,3,Friday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-30 00:00:00.000
2010-09-04 00:00:00.000,4,Saturday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-30 00:00:00.000
2010-09-05 00:00:00.000,5,Sunday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-08-30 00:00:00.000
2010-09-06 00:00:00.000,6,Monday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-06 00:00:00.000
2010-09-07 00:00:00.000,7,Tuesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-06 00:00:00.000
2010-09-08 00:00:00.000,8,Wednesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-06 00:00:00.000
2010-09-09 00:00:00.000,9,Thursday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-06 00:00:00.000
2010-09-10 00:00:00.000,10,Friday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-06 00:00:00.000
2010-09-11 00:00:00.000,11,Saturday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-06 00:00:00.000
2010-09-12 00:00:00.000,12,Sunday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-06 00:00:00.000
2010-09-13 00:00:00.000,13,Monday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-13 00:00:00.000
2010-09-14 00:00:00.000,14,Tuesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-13 00:00:00.000
2010-09-15 00:00:00.000,15,Wednesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-13 00:00:00.000
2010-09-16 00:00:00.000,16,Thursday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-13 00:00:00.000
2010-09-17 00:00:00.000,17,Friday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-13 00:00:00.000
2010-09-18 00:00:00.000,18,Saturday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-13 00:00:00.000
2010-09-19 00:00:00.000,19,Sunday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-13 00:00:00.000
2010-09-20 00:00:00.000,20,Monday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-20 00:00:00.000
2010-09-21 00:00:00.000,21,Tuesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-20 00:00:00.000
2010-09-22 00:00:00.000,22,Wednesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-20 00:00:00.000
2010-09-23 00:00:00.000,23,Thursday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-20 00:00:00.000
2010-09-24 00:00:00.000,24,Friday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-20 00:00:00.000
2010-09-25 00:00:00.000,25,Saturday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-20 00:00:00.000
2010-09-26 00:00:00.000,26,Sunday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-20 00:00:00.000
2010-09-27 00:00:00.000,27,Monday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-27 00:00:00.000
2010-09-28 00:00:00.000,28,Tuesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-27 00:00:00.000
2010-09-29 00:00:00.000,29,Wednesday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-27 00:00:00.000
2010-09-30 00:00:00.000,30,Thursday,Sep,3,2010,2010-01-01 00:00:00.000,2010-09-01 00:00:00.000,2010-07-01 00:00:00.000,2010-09-27 00:00:00.000
2010-10-01 00:00:00.000,1,Friday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-09-27 00:00:00.000
2010-10-02 00:00:00.000,2,Saturday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-09-27 00:00:00.000
2010-10-03 00:00:00.000,3,Sunday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-09-27 00:00:00.000
2010-10-04 00:00:00.000,4,Monday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-04 00:00:00.000
2010-10-05 00:00:00.000,5,Tuesday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-04 00:00:00.000
2010-10-06 00:00:00.000,6,Wednesday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-04 00:00:00.000
2010-10-07 00:00:00.000,7,Thursday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-04 00:00:00.000
2010-10-08 00:00:00.000,8,Friday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-04 00:00:00.000
2010-10-09 00:00:00.000,9,Saturday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-04 00:00:00.000
2010-10-10 00:00:00.000,10,Sunday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-04 00:00:00.000
2010-10-11 00:00:00.000,11,Monday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-11 00:00:00.000
2010-10-12 00:00:00.000,12,Tuesday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-11 00:00:00.000
2010-10-13 00:00:00.000,13,Wednesday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-11 00:00:00.000
2010-10-14 00:00:00.000,14,Thursday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-11 00:00:00.000
2010-10-15 00:00:00.000,15,Friday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-11 00:00:00.000
2010-10-16 00:00:00.000,16,Saturday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-11 00:00:00.000
2010-10-17 00:00:00.000,17,Sunday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-11 00:00:00.000
2010-10-18 00:00:00.000,18,Monday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-18 00:00:00.000
2010-10-19 00:00:00.000,19,Tuesday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-18 00:00:00.000
2010-10-20 00:00:00.000,20,Wednesday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-18 00:00:00.000
2010-10-21 00:00:00.000,21,Thursday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-18 00:00:00.000
2010-10-22 00:00:00.000,22,Friday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-18 00:00:00.000
2010-10-23 00:00:00.000,23,Saturday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-18 00:00:00.000
2010-10-24 00:00:00.000,24,Sunday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-18 00:00:00.000
2010-10-25 00:00:00.000,25,Monday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-25 00:00:00.000
2010-10-26 00:00:00.000,26,Tuesday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-25 00:00:00.000
2010-10-27 00:00:00.000,27,Wednesday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-25 00:00:00.000
2010-10-28 00:00:00.000,28,Thursday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-25 00:00:00.000
2010-10-29 00:00:00.000,29,Friday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-25 00:00:00.000
2010-10-30 00:00:00.000,30,Saturday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-25 00:00:00.000
2010-10-31 00:00:00.000,31,Sunday,Oct,4,2010,2010-01-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-01 00:00:00.000,2010-10-25 00:00:00.000
2010-11-01 00:00:00.000,1,Monday,Nov,4,2010,2010-01-01 00:00:00.000,2010-11-01 00:00:00.000,2010-10-01 00:00:00.000,2010-11-01 00:00:00.000
